_id,title,img,price,detail
658cd50f443b9d879d0c81dc,"피지오겔 DMT 크림, 150ml, 2개 + 레드수딩 시카 밸런스 AC 폼클렌저, 20ml, 3개",https://cdn.011st.com/11dims/resize/1000x1000/quality/75/11src/product/6173429244/B.jpg?775000000,"49,000",유통기한 2026/06/13 또는 그 이후인 상품
658cd550443b9d879d0c81f1,"클린케이 덴탈형 KF94마스크, 소형, 50매, 2개 + 증정(잇츠케이 KFAD 마스크, 소형, 5매, 10개)",https://cdn.011st.com/11dims/resize/1000x1000/quality/75/11src/pd/v2/4/6/9/8/8/9/pDPgi/6577469889_B.jpg,"12,900",유통기한 2026/09/18 또는 그 이후인 상품
658cd590443b9d879d0c8206,"삼다수 무/유라벨 랜덤, 2L, 12개",https://cdn.011st.com/11dims/resize/1000x1000/quality/75/11src/product/5925154481/B.jpg?987000000,"12,700",유통기한 2025/01/30 또는 그 이후인 상품
658cd5d1443b9d879d0c821b,장당 386w 역대급 입오버핫딜! 밤새 꿀잠 생리대 유기농 팬티라이너 입는오버나이트/복수구매시 추가생리대,https://cdn.011st.com/11dims/resize/600x600/quality/75/11src/pd/v2/2/6/4/6/4/5/PRJZG/2281264645_B.jpg,"12,700","상품상태 새상품 상품번호 2281264645\n배송방법 택배 배송가능지역 전국\n영수증발행 온라인 현금 영수증 발급 가능, 신용카드 전표 정보는 나의 11번가 PC 참조 원산지 국내\n제조일자/유효기간 판매자에게 문의\nA/S안내 1666-4135\n브랜드 리버티\n면세여부 면세상품"
